도봉구,총부가가치(기초가격),6493901,3280247,3213654,673580,126233,2413841,5996247,2975943
도봉구,농·림·어업,2037,1055,982,95,113,774,1855,915
도봉구,광업,-,-,-,-,-,-,-,-
도봉구,제조업,403649,313572,90077,22096,2530,65452,380900,84277
도봉구,"전기, 가스, 증기 및 공기조절 공급업",252961,213892,39069,27526,458,11084,283469,73076
도봉구,건설업,657188,403686,253502,12452,2895,238155,553990,203729
도봉구,도매 및 소매업,747403,372277,375126,29285,3908,341933,723566,373142
도봉구,운수 및 창고업,331637,185921,145716,65145,1014,79557,300784,135532
도봉구,숙박 및 음식점업,470688,343972,126716,6706,3471,116539,407646,109614
도봉구,정보통신업,106042,52823,53219,19869,239,33111,105218,55558
도봉구,금융 및 보험업,121072,52387,68684,6113,885,61687,119999,69070
도봉구,부동산업,853984,230185,623799,220690,106081,297027,801736,594354
도봉구,사업서비스업,595654,303145,292509,66932,862,224715,536413,258025
도봉구,"공공행정,국방 및 사회보장행정",341689,88463,253225,70854,5,182366,296692,214049
도봉구,교육서비스업,470512,132076,338436,48767,399,289270,433441,311259
도봉구,보건업 및 사회복지서비스업,706406,354474,351932,34950,202,316780,657059,322960
도봉구,문화 및 기타 서비스업,432981,232318,200663,42100,3170,155393,386180,171623
노원구,총부가가치(기초가격),11804887,5600969,6203918,1161664,241219,4801035,10937066,5742857
노원구,농·림·어업,2367,1168,1199,118,157,924,2171,1129
노원구,광업,-,-,-,-,-,-,-,-
노원구,제조업,532385,390165,142220,33839,3538,104843,515861,136670
노원구,"전기, 가스, 증기 및 공기조절 공급업",390501,328591,61910,43535,708,17668,436972,115991
노원구,건설업,545709,336135,209573,9471,2404,197699,459111,169105
노원구,도매 및 소매업,1124884,554535,570349,44574,5882,519893,1088539,566577
노원구,운수 및 창고업,514674,291375,223299,97924,1574,123801,468002,208235
노원구,숙박 및 음식점업,917024,671237,245787,11654,6763,227371,793198,211967
노원구,정보통신업,195964,88559,107405,33314,446,73645,188971,106768
노원구,금융 및 보험업,756750,407437,349313,31355,5511,312447,729869,332133
노원구,부동산업,1669999,452489,1217510,437375,207443,572692,1567976,1159828
노원구,사업서비스업,781313,300393,480920,37073,1067,442780,693345,410647
노원구,"공공행정,국방 및 사회보장행정",278324,61490,216834,63946,4,152884,242250,184009
노원구,교육서비스업,1677063,484340,1192723,172857,1713,1018154,1543141,1096269
노원구,보건업 및 사회복지서비스업,1926881,988995,937886,88756,870,848261,1791354,857431
노원구,문화 및 기타 서비스업,491049,244060,246989,55874,3140,187974,435353,209504
은평구,총부가가치(기초가격),9302622,4602604,4700018,933280,218645,3548093,8533756,4313134
은평구,농·림·어업,4805,2614,2191,210,210,1771,4353,2026
은평구,광업,-,-,-,-,-,-,-,-
은평구,제조업,341666,262330,79336,17645,2171,59520,323609,74650
은평구,"전기, 가스, 증기 및 공기조절 공급업",358925,301118,57807,40604,650,16554,401314,108309
은평구,건설업,1123761,694452,429309,20512,4950,403848,945130,346746
은평구,도매 및 소매업,879460,434289,445171,34785,4598,405787,851089,442340
은평구,운수 및 창고업,380282,213652,166630,74187,1163,91281,345044,155069
은평구,숙박 및 음식점업,787328,575505,211824,11040,5806,194977,681634,183038
은평구,정보통신업,316168,158381,157786,47952,724,109110,297931,149070
은평구,금융 및 보험업,288327,145216,143112,13052,2106,127954,279506,138200
은평구,부동산업,1544496,430324,1114172,403853,191849,518470,1449489,1060444
은평구,사업서비스업,508598,214803,293795,27346,725,265725,449731,250468
은평구,"공공행정,국방 및 사회보장행정",266925,59335,207591,61113,4,146474,232269,176122
은평구,교육서비스업,688114,196029,492085,71117,645,420323,633615,452551
은평구,보건업 및 사회복지서비스업,1384380,696117,688263,68065,417,619781,1286775,631447
은평구,문화 및 기타 서비스업,429386,218440,210945,41799,2627,166520,381944,178549
서대문구,총부가가치(기초가격),15938956,7701882,8237074,1405189,251652,6580233,14685926,7535875
서대문구,농·림·어업,175188,117939,57248,10290,-438,47396,159741,71511
서대문구,광업,-,-,-,-,-,-,-,-
서대문구,제조업,327143,245540,81604,22532,1579,57492,320081,80846
서대문구,"전기, 가스, 증기 및 공기조절 공급업",270541,225331,45210,31672,490,13048,301286,84554
서대문구,건설업,976984,601599,375385,18617,4303,352465,821270,303107
서대문구,도매 및 소매업,1553526,799649,753877,58636,8123,687118,1502997,750369
서대문구,운수 및 창고업,313834,183488,130346,53222,960,76164,288062,122768
서대문구,숙박 및 음식점업,938313,683089,255224,16759,6920,231544,816501,223225
서대문구,정보통신업,602666,255943,346723,94619,1377,250727,549001,309353
서대문구,금융 및 보험업,1969198,1248399,720799,72188,14392,634219,1861293,641714
서대문구,부동산업,1669353,501427,1167927,424437,207347,536143,1567256,1114146
서대문구,사업서비스업,1808680,789510,1019169,82958,2454,933757,1638871,898457
서대문구,"공공행정,국방 및 사회보장행정",1090939,337214,753725,193931,17,559777,944690,633614
서대문구,교육서비스업,1893227,499330,1393898,198511,922,1194465,1751250,1287040
서대문구,보건업 및 사회복지서비스업,1991742,1034497,957245,88107,1075,868064,1852277,873075
서대문구,문화 및 기타 서비스업,357622,178928,178693,38708,2133,137853,322864,154949
마포구,총부가가치(기초가격),40306401,20484224,19822177,4043874,444097,15334205,37264694,18253169
마포구,농·림·어업,1781,1031,750,70,50,629,1597,679
마포구,광업,101,58,43,8,1,34,90,44
마포구,제조업,1203724,918782,284942,65564,7337,212042,1146839,270642
마포구,"전기, 가스, 증기 및 공기조절 공급업",388474,319506,68968,48118,704,20146,429975,128460
마포구,건설업,1193788,733753,460034,23141,5258,431635,1004295,371094
마포구,도매 및 소매업,5065000,2612629,2452371,190695,26483,2235192,4900506,2441960
마포구,운수 및 창고업,2264428,1427292,837136,268581,6925,561630,2095739,769380
마포구,숙박 및 음식점업,2042711,1487917,554793,35410,15065,504319,1775967,483764
마포구,정보통신업,13283605,6341677,6941928,1954872,30530,4956526,12314223,6376154
마포구,금융 및 보험업,1248054,533658,714396,54253,8990,651152,1173844,648106
마포구,부동산업,2585600,779975,1805625,613631,321166,870828,2427507,1725762
마포구,사업서비스업,6940048,3620957,3319091,366591,10022,2942478,6321169,2947552
마포구,"공공행정,국방 및 사회보장행정",345359,88566,256794,72115,5,184673,299950,217172
마포구,교육서비스업,1424562,451023,973539,144014,2300,827225,1302029,888715
마포구,보건업 및 사회복지서비스업,1146895,568215,578679,58916,223,519540,1066639,532291
마포구,문화 및 기타 서비스업,1172271,599183,573088,147895,9038,416155,1074775,514639
양천구,총부가가치(기초가격),13473496,6696108,6777387,1511971,302263,4963153,12479607,6275699
양천구,농·림·어업,606,338,268,26,23,220,546,245
양천구,광업,181,106,75,14,1,60,162,77
양천구,제조업,725427,533265,192162,43550,5238,143374,686332,182058
양천구,"전기, 가스, 증기 및 공기조절 공급업",376346,313529,62818,44011,682,18125,419533,117878
양천구,건설업,694297,426737,267559,12947,3058,251555,583705,215522
양천구,도매 및 소매업,1368111,685326,682784,53271,7153,622360,1324013,679035
양천구,운수 및 창고업,758258,442983,315276,128948,2319,184008,693982,294258
양천구,숙박 및 음식점업,836945,613590,223356,9381,6172,207802,723098,192074
양천구,정보통신업,1748253,1004169,744084,250412,4000,489672,1654604,710980
양천구,금융 및 보험업,504082,194017,310065,22531,3619,283916,477354,287121
양천구,부동산업,2112557,560403,1552154,571453,262415,718286,1982847,1476165
양천구,사업서비스업,871036,416351,454684,62944,1263,390478,786691,399099
양천구,"공공행정,국방 및 사회보장행정",459151,127487,331664,90134,7,241523,398455,280190
양천구,교육서비스업,999648,323301,676346,100574,1759,574013,912879,617127
양천구,보건업 및 사회복지서비스업,1410529,722901,687628,65290,621,621717,1311676,628828
양천구,문화 및 기타 서비스업,608068,331604,276463,56487,3932,216044,540763,233602
강서구,총부가가치(기초가격),33138259,16112636,17025623,2957469,506533,13561622,30288646,15394239
강서구,농·림·어업,30915,17950,12965,1218,843,10904,27727,11744
강서구,광업,-,-,-,-,-,-,-,-
강서구,제조업,1703753,1217524,486228,147853,13571,324804,1664398,480451
강서구,"전기, 가스, 증기 및 공기조절 공급업",450404,369179,81225,56611,816,23798,498618,151179
강서구,건설업,2274073,1395901,878172,45250,10017,822905,1913432,711731
강서구,도매 및 소매업,4260474,2214225,2046249,158971,22277,1865001,4122893,2039313
강서구,운수 및 창고업,3178576,1970645,1207931,438397,9721,759813,2827502,1064549
강서구,숙박 및 음식점업,1581734,1151584,430150,28140,11665,390345,1375723,375788
강서구,정보통신업,3797365,1302563,2494802,536115,8752,1949935,3479583,2247568
강서구,금융 및 보험업,597848,258934,338913,27175,4326,307412,570896,317768
강서구,부동산업,3271646,1079943,2191703,642754,406391,1142558,3076663,2115483
강서구,사업서비스업,7384621,3022661,4361960,475260,8673,3878027,6530032,3713960
강서구,"공공행정,국방 및 사회보장행정",312293,72999,239294,69389,5,169900,271752,203074
강서구,교육서비스업,1124868,358111,766757,113577,1858,651322,1028766,700913
강서구,보건업 및 사회복지서비스업,1929469,986653,942817,89968,818,852031,1793138,862566
강서구,문화 및 기타 서비스업,1240222,693764,546458,126791,6799,412868,1087893,451545
구로구,총부가가치(기초가격),26974399,13550028,13424370,2407417,287170,10729783,24891078,12096513
구로구,농·림·어업,4016,2295,1721,163,126,1432,3610,1566
구로구,광업,-,-,-,-,-,-,-,-
구로구,제조업,4257205,2976061,1281144,400653,30183,850307,4271540,1309661
구로구,"전기, 가스, 증기 및 공기조절 공급업",345972,285464,60509,42258,627,17624,383126,112638
구로구,건설업,1144492,703831,440660,21776,5041,413843,963019,355183
구로구,도매 및 소매업,3671587,1932628,1738959,134883,19198,1584879,3552471,1733838
구로구,운수 및 창고업,824351,496762,327589,123228,2521,201840,755442,304807
구로구,숙박 및 음식점업,989220,717926,271294,20550,7295,243448,860630,236770
구로구,정보통신업,5203379,1941327,3262052,705957,11976,2544118,4520018,2698890
구로구,금융 및 보험업,1117583,494091,623492,49523,8079,565889,1062436,579884
구로구,부동산업,1527897,445496,1082400,366858,189790,525752,1434802,1034612
구로구,사업서비스업,4402344,2015739,2386605,239865,6092,2140649,3884118,2017479
구로구,"공공행정,국방 및 사회보장행정",368112,95716,272396,76091,6,196299,319663,230326
구로구,교육서비스업,863560,268335,595225,87661,1286,506278,790688,544494
구로구,보건업 및 사회복지서비스업,1580146,810423,769723,72965,704,696054,1469318,703799
구로구,문화 및 기타 서비스업,674536,363934,310602,64987,4245,241370,607114,267663
금천구,총부가가치(기초가격),34764883,18411033,16353849,3065531,337872,12950446,32648954,14984157
금천구,농·림·어업,369,178,191,19,26,146,340,181
금천구,광업,-,-,-,-,-,-,-,-
금천구,제조업,10197795,7221668,2976127,960133,70849,1945145,10269090,3034339
금천구,"전기, 가스, 증기 및 공기조절 공급업",239476,193996,45479,31594,434,13452,263219,84161
금천구,건설업,1730162,1060537,669625,34858,7621,627146,1457182,540186
금천구,도매 및 소매업,4720576,2486900,2233675,173237,24682,2035756,4567307,2227165
금천구,운수 및 창고업,843295,504558,338736,130167,2579,205990,773865,314220
금천구,숙박 및 음식점업,711267,519360,191907,10682,5246,175979,616520,166251
금천구,정보통신업,6560915,2250693,4310222,910972,15121,3384129,5935837,3809466
금천구,금융 및 보험업,263643,92730,170914,13484,1908,155521,256706,166513
금천구,부동산업,1579619,546242,1033376,339229,196193,497954,1482825,990355
금천구,사업서비스업,5998848,2656501,3342347,287678,8215,3046453,5228323,2756579
금천구,"공공행정,국방 및 사회보장행정",195057,43176,151882,44767,3,107112,169806,128953
금천구,교육서비스업,472795,148809,323986,47859,745,275382,432357,295929
금천구,보건업 및 사회복지서비스업,612986,310376,302611,29500,215,272895,569895,277367
금천구,문화 및 기타 서비스업,638080,375308,262772,51351,4035,207387,568702,221343
영등포구,총부가가치(기초가격),72182157,33948574,38233583,4832341,724537,32676705,66452451,34545791
영등포구,농·림·어업,6532,4372,2160,378,-8,1791,5935,2658
영등포구,광업,1323,753,570,97,7,466,1152,566
영등포구,제조업,3005368,2155403,849965,202987,25236,621742,2816161,811282
영등포구,"전기, 가스, 증기 및 공기조절 공급업",411515,334618,76897,53473,746,22678,452844,142428
영등포구,건설업,1937866,1186477,751389,37769,8536,705085,1625944,606972
영등포구,도매 및 소매업,8993334,4659369,4333965,336829,47023,3950112,8702090,4317374
영등포구,운수 및 창고업,1746674,1088731,657943,221588,5342,431014,1591896,606421
영등포구,숙박 및 음식점업,2168571,1573961,594609,44892,15993,533724,1889971,521594
영등포구,정보통신업,7487315,3175399,4311915,1051299,17227,3243389,6768431,3787584
영등포구,금융 및 보험업,24860228,9204987,15655241,1061208,177419,14416614,22902839,13845161
영등포구,부동산업,3152452,1009495,2142956,715889,391564,1035503,2960440,2053735
영등포구,사업서비스업,12421602,6806200,5615402,511606,18173,5085623,11368803,5020877
영등포구,"공공행정,국방 및 사회보장행정",1223357,378161,845196,217461,19,627716,1059523,710868
영등포구,교육서비스업,774760,246834,527926,78214,1284,448428,708433,482498
영등포구,보건업 및 사회복지서비스업,1891205,979140,912065,84594,975,826495,1758551,832704
영등포구,문화 및 기타 서비스업,2100056,1144673,955383,214058,15000,726324,1937176,862727
동작구,총부가가치(기초가격),11727694,5536682,6191012,1128907,239931,4822174,10703612,5604885
동작구,농·림·어업,374,185,189,19,25,146,343,178
동작구,광업,-,-,-,-,-,-,-,-
동작구,제조업,164980,125971,39010,9198,1053,28759,156425,37496
동작구,"전기, 가스, 증기 및 공기조절 공급업",308016,258342,49674,34887,558,14229,343956,92957
동작구,건설업,991379,608473,382906,17933,4367,360607,831757,308309
동작구,도매 및 소매업,1211526,622718,588808,45805,6335,536669,1172292,586248
동작구,운수 및 창고업,158197,91235,66962,28227,484,38251,143970,62186
동작구,숙박 및 음식점업,774576,565266,209310,12050,5712,191547,672119,181903
동작구,정보통신업,1076751,444834,631918,146953,2460,482505,918912,499693
동작구,금융 및 보험업,372297,175334,196962,16654,2704,177604,355947,184908
동작구,부동산업,1688804,456823,1231982,441429,209780,580773,1584758,1173687
동작구,사업서비스업,1487751,761936,725814,57887,2166,665762,1338238,630147
동작구,"공공행정,국방 및 사회보장행정",442066,122124,319942,87145,7,232790,383694,270298
동작구,교육서비스업,1161295,339639,821656,119393,1277,700986,1067580,754604
동작구,보건업 및 사회복지서비스업,1486869,762925,723945,68556,668,654721,1382799,662073
동작구,문화 및 기타 서비스업,402813,200878,201935,42771,2336,156828,361492,173880
관악구,총부가가치(기초가격),11750769,5857342,5893427,1172437,200770,4520220,10935630,5523140
관악구,농·림·어업,1470,637,833,84,137,612,1376,799
관악구,광업,33,19,14,3,0,11,30,14
관악구,제조업,627707,502604,125103,28141,2422,94540,601447,119102
관악구,"전기, 가스, 증기 및 공기조절 공급업",400427,335368,65059,45668,726,18665,446802,121535
관악구,건설업,825528,508417,317111,14667,3636,298808,695608,255888
관악구,도매 및 소매업,1003797,500986,502811,39245,5249,458318,971393,499847
관악구,운수 및 창고업,251727,140918,110809,49676,770,60363,228304,103200
관악구,숙박 및 음식점업,1193820,871683,322137,17972,8804,295361,1034925,279265
관악구,정보통신업,1304248,671289,632959,257368,2919,372672,1333748,698799
관악구,금융 및 보험업,224789,79028,145762,11558,1628,132576,217505,140612
관악구,부동산업,1346336,387341,958995,326695,167238,465062,1264662,916968
관악구,사업서비스업,1231618,598728,632891,55048,1713,576130,1103698,544535
관악구,"공공행정,국방 및 사회보장행정",286563,64877,221685,64914,5,156766,249366,188093
관악구,교육서비스업,1522036,430982,1091054,157489,1371,932194,1402515,1004488
관악구,보건업 및 사회복지서비스업,987838,501770,486068,47065,370,438633,918693,445255
관악구,문화 및 기타 서비스업,542831,262696,280135,56844,3782,219509,488491,242922
서초구,총부가가치(기초가격),68752318,33797774,34954544,5849872,1055409,28049262,63190668,31771147
